id,pollingfirm,year,month,day,party_a,party_b,party_c,party_d,party_e,party_f,party_i,party_k,party_o,party_p,party_v,party_oe,party_aa,n,source
965,Gallup,2016,6,9,25.1,4.6,3.5,,,4.6,7.3,0.7,19.8,,18.9,8.2,6.9,1570,http://www.politiko.dk/barometeret
966,Voxmeter,2016,6,12,25.4,4.3,2.9,,,4,7.9,0.7,20.9,,18.1,8.3,7.4,1032,http://voxmeter.dk/index.php/meningsmalinger/
967,Voxmeter,2016,6,18,25.9,4.9,2.6,,,4.1,8.7,0.7,20.7,,17.5,7.8,6.9,1050,http://voxmeter.dk/index.php/meningsmalinger/
968,Voxmeter,2016,6,26,24.5,4.7,3.5,,,4.8,7.8,0.6,20.1,,17.1,8.9,7.3,1027,http://voxmeter.dk/index.php/meningsmalinger/
969,Megafon,2016,6,30,22.6,5.8,4.2,,,5.5,7.4,0.6,19,,17.6,8.1,8.3,1020,http://politiken.dk/indland/politik/ECE3278376/maaling-mette-f-mister-opbakning-trods-roed-foering/
970,Voxmeter,2016,7,3,25.3,4.6,3.4,,,4.4,7.3,0.7,20.3,,18.1,8.4,7,1024,http://voxmeter.dk/index.php/meningsmalinger/
971,Greens,2016,8,3,26.5,5.3,3.7,,,4.2,7.6,1.1,19.1,,18.4,7.4,6,1245,
972,Voxmeter,2016,8,7,26.1,4.2,3.6,,,4.5,7,1.1,21.4,,16.4,7.5,7.5,1041,http://voxmeter.dk/index.php/meningsmalinger/
973,Gallup,2016,8,11,24.8,6.2,3.5,,,3.6,7.4,0.7,19.9,,18.7,7.9,6.3,1528,http://www.politiko.dk/barometeret
974,Voxmeter,2016,8,13,25.6,4.7,3,,,4.8,7.4,0.7,21.2,,16.1,8.3,7.8,1037,http://voxmeter.dk/index.php/meningsmalinger/
975,Norstat,2016,8,15,24.6,5.1,4.3,,,4.2,6.9,0.4,21.1,,18.8,7.1,6.8,1000,http://www.altinget.dk/artikel/ny-maaling-nu-staar-blaa-blok-til-flertal
976,Voxmeter,2016,8,21,26.8,5.3,3.8,,,3.9,7.7,0.6,20.3,,16.4,8.2,6.4,1025,http://voxmeter.dk/index.php/meningsmalinger/
977,Wilke,2016,8,22,24,5.1,3.4,,,4.2,9.5,0.8,20.7,,17.4,8,6.9,2167,http://jyllands-posten.dk/politik/ECE8944826/rekordmaaling-til-liberal-alliance-foer-skaebneopgoer-om-topskat/
978,Megafon,2016,8,24,25.3,5.4,2.7,,,4.9,8.4,1.2,18.6,,18.2,7.4,7.6,1008,http://politiken.dk/indland/politik/ECE3356425/ny-maaling-roed-blok-fastholder-foering/
979,Epinion,2016,8,24,26.3,4.9,2.6,,,4.8,7.1,,21.9,,17.3,8.2,6.8,1578,http://www.dr.dk/nyheder/politik/ny-maaling-konservative-spejder-langt-efter-oeget-opbakning
980,Voxmeter,2016,8,28,26.0,5.3,3.2,,,3.8,9.1,0.6,19.3,,17.5,8.3,6.3,1029,http://voxmeter.dk/index.php/meningsmalinger/
981,Voxmeter,2016,9,4,26.9,5.8,3.2,,,4.3,8.5,0.6,19.0,,16.9,8.1,6.1,1023,http://voxmeter.dk/index.php/meningsmalinger/
982,Greens,2016,9,7,26.4,5.4,2.9,,,5.5,8.2,1.0,18.3,,16.5,9.5,5.6,1245,http://www.politiko.dk/barometeret
983,Gallup,2016,9,8,24.8,5.3,3.5,,,4.6,7.7,0.8,18.8,,19.4,8.5,5.1,1529,http://www.politiko.dk/barometeret
984,Voxmeter,2016,9,10,27.3,5.1,3.1,,,3.8,8.0,0.6,19.0,,18.2,8.9,5.6,1044,http://voxmeter.dk/index.php/meningsmalinger/
985,Norstat,2016,9,11,27.3,5.2,2.1,,,4.80,5.8,0.6,22.40,,17.40,8.6,5,1000,http://www.altinget.dk/artikel/maaling-roed-blok-staar-til-at-overtage-magten
986,Voxmeter,2016,9,18,27.3,4.4,2.8,,,4.6,7.2,.7,19.3,,18.1,9.3,6,1023,http://voxmeter.dk/index.php/meningsmalinger/
987,Gallup,2016,9,22,,,,2.1,,,,,,,,,,1128,http://www.politiko.dk/nyheder/gallup-maaling-sender-nye-borgerlige-mod-folketinget
988,YouGov,2016,9,23,25.1,5.2,3.3,4.3,,4.2,6.6,1.0,17.5,,17.2,8.1,7.5,1425,http://www.mx.dk/nyheder/danmark/story/13846561
989,Megafon,2016,9,23,25.4,5.5,3.0,4.9,,4.8,6.8,0.9,17.7,,16.4,7.4,6.9,950,http://politiken.dk/indland/politik/ECE3396570/ny-maaling-giver-pernille-vermund-og-nye-borgerlige-grund-til-at-smile-bredt/
990,Epinion,2016,9,21,26.7,5.1,2.8,,,4.5,6.3,,21.6,,19.5,7.5,6,1636,http://www.dr.dk/nyheder/politik/trods-ballade-i-blaa-blok-venstre-faar-bedste-maaling-siden-valget
991,Voxmeter,2016,9,25,26.5,4.6,2.9,,,3.6,8,.2,19.1,,19.5,8.1,6.3,1041,http://voxmeter.dk/index.php/meningsmalinger/
992,Greens,2016,9,28,27.6,4.1,3.4,3.4,,5.2,6.3,0.6,18.8,,16.7,8.2,5.6,1226,http://www.b.dk/politiko/barometeret
993,Voxmeter,2016,10,2,27.7,5.9,2.5,2.3,,4.4,7.8,0.2,17.8,,17.2,8.2,6,1042,http://voxmeter.dk/index.php/meningsmalinger/
994,YouGov,2016,10,3,26.4,4.6,3.8,3.0,,4.4,7.0,1.0,17.0,,18.1,9.3,5.3,1202,http://www.politiko.dk/barometeret
995,Gallup,2016,10,6,24.9,5.5,3.9,1.8,,4.6,6.1,1.0,18.7,,18.7,8.3,6.4,1490,http://www.politiko.dk/barometeret
996,Voxmeter,2016,10,8,27.5,5.8,2.9,1.6,,3.8,7.0,0.9,18.6,,17.3,8.7,5.5,1029,http://voxmeter.dk/index.php/meningsmalinger/
997,Norstat,2016,10,9,27.0,4.5,3.2,2.1,,4.2,5.4,1.0,19.4,,16.8,8.1,6.7,1000,http://www.politiko.dk/barometeret
998,Voxmeter,2016,10,16,28.6,5.3,2.7,1.0,,3.8,6.7,0.5,18.7,,17.5,9.2,5.8,1024,http://voxmeter.dk/index.php/meningsmalinger/
999,YouGov,2016,10,17,28.7,4.9,3.3,3.6,,4.3,7.2,0.8,16.2,,16.8,8.9,5.3,1390,http://www.mx.dk/nyheder/danmark/story/12981254
1000,Wilke,2016,10,17,26.2,6.0,3.5,3.1,,4.6,7.5,0.7,16.2,,18.1,7.6,6.5,2096,http://jyllands-posten.dk/politik/ECE9089337/vaelgerne-flygter-fra-dansk-folkeparti/
1001,Epinion,2016,10,20,28.2,5.2,2.6,2.7,,5.4,5.7,,18.5,,17.2,9.3,5.2,1579,http://www.dr.dk/nyheder/politik/markant-flertal-til-roed-blok
1002,Voxmeter,2016,10,23,27.8,5.2,3.2,1.8,,3.8,6.2,0.8,17.4,,19.7,8.3,5.6,1027,http://voxmeter.dk/index.php/meningsmalinger/
1003,Megafon,2016,10,26,25.2,5.1,3.7,3.8,,4.6,7.3,0.7,15.9,,17.8,8.7,7.2,1025,http://nyheder.tv2.dk/politik/2016-10-27-dansk-folkeparti-faar-smaek-i-megafon-daarligste-maaling-i-flere-aar
1004,Voxmeter,2016,10,30,27.1,4.5,2.6,1.8,,4.9,7.4,0.9,15.8,,19.2,8.8,6.6,1038,http://voxmeter.dk/index.php/meningsmalinger/
1005,YouGov,2016,10,31,27.7,6.0,3.5,3.8,,3.5,7.8,0.4,14.5,,19.3,8.1,5.4,1020,http://www.mx.dk/nyheder/danmark/story/16236850
1006,Voxmeter,2016,11,6,26.3,4.9,2.7,1.3,,4.6,7.3,0.7,16.2,,20.3,8.9,6.4,1034,http://voxmeter.dk/index.php/meningsmalinger/
1007,Greens,2016,11,2,26.1,5.5,3.7,3.2,,5.3,7.2,1.0,15.0,,16.8,8.4,7.6,1283,
1008,Voxmeter,2016,11,12,27.7,5.7,2.9,1.0,,4.3,6.0,0.7,17.2,,19.8,8.2,6.5,1033,http://voxmeter.dk/index.php/meningsmalinger/
1009,Norstat,2016,11,13,29.1,5.2,2.8,2.1,,4.4,5.9,0.9,14.3,,20.2,8.8,5.4,1000,http://www.altinget.dk/artikel/ny-maaling-dansk-folkeparti-styrtdykker
1010,Megafon,2016,11,17,25.4,6.5,3.8,4,,4.7,6.1,1,14.3,,16.9,8.1,9.1,1116,http://nyheder.tv2.dk/politik/2016-11-17-ny-maaling-loekke-mister-magten-hvis-valget-kommer-nu
1011,YouGov,2016,11,14,27.7,4.8,3.3,5.6,,5.2,8.7,0.7,15.5,,16.4,6.9,5.1,1613,http://www.b.dk/politiko/barometeret
1012,Voxmeter,2016,11,20,28.1,4.4,3.0,2.3,,4.2,7.8,0.7,15.9,,19.5,7.5,6.5,1035,http://voxmeter.dk/index.php/meningsmalinger/
1013,Epinion,2016,11,22,28,5.1,2.8,3.2,,4.4,7.2,,16.6,,18.4,7.9,6.4,1596,http://www.dr.dk/nyheder/politik/epinion-opbakningen-til-dansk-folkeparti-daler-fortsat
1014,Voxmeter,2016,11,27,28.3,5.3,3.8,1.4,,4.7,7.3,0.9,14.6,,18.9,8.0,6.9,1028,http://voxmeter.dk/index.php/meningsmalinger/
1015,Voxmeter,2016,12,4,28.9,4.6,3.6,1.4,,3.8,7.8,0.6,15.7,,19.2,8.2,5.9,1041,http://voxmeter.dk/index.php/meningsmalinger/
1016,Wilke,2016,12,5,27.2,5.2,4.4,3.6,,4.9,7.4,,15.8,,17.3,8.3,5.7,2025,http://jyllands-posten.dk/politik/ECE9209796/maaling-vaelgerne-giver-koelig-modtagelse-til-ny-regering/
1017,Gallup,2016,12,8,28.8,5.5,4.3,1.4,,3.8,6.4,0.9,17.1,,18.8,8.2,5.7,1431,http://www.b.dk/politiko/barometeret
1018,Voxmeter,2016,12,10,28.1,5.4,4.1,1.6,,4.7,6.3,0.5,17.3,,17.8,7.9,6.1,1030,http://voxmeter.dk/index.php/meningsmalinger/
1019,Voxmeter,2016,12,18,27.7,4.5,3.6,1.5,,3.8,7.6,0.9,16.8,,17.6,8.7,7.1,1031,http://voxmeter.dk/index.php/meningsmalinger/
1020,Megafon,2016,12,22,25.4,7.1,4.3,2.7,,6,5.7,0.6,15.4,,17.7,8.6,6.4,1116,http://nyheder.tv2.dk/politik/2016-12-22-trods-ny-regering-blaa-blok-er-stadig-bagud
1021,Epinion,2016,12,19,26.8,5.5,4.1,2.9,,5.0,6.9,,17.1,,18.2,8.1,5.5,1675,http://www.dr.dk/nyheder/politik/foerste-maaling-efter-ny-regering-konservative-rykker-frem
1022,YouGov,2016,11,28,28.1,4.5,4.0,4.3,,4.8,6.3,0.7,15.0,,17.6,8.5,6.3,1605,http://www.mx.dk/nyheder/danmark/story/31140488
1023,YouGov,2016,12,19,26.5,6.0,4.3,3.6,,5.1,7.5,0.8,13.6,,18.1,8.1,6.5,1444,http://www.mx.dk/nyheder/danmark/story/31140488
1024,Gallup,2017,1,5,25.9,5.7,3.6,2.6,,5.4,5.6,0.6,17.8,,20,7.4,5,1522,http://www.b.dk/politiko/barometeret
1025,Voxmeter,2017,1,8,27.3,4.6,4.4,0.9,,4.9,6.2,0.8,17.1,,18.5,9.1,6,1047,http://voxmeter.dk/index.php/meningsmalinger/
1026,YouGov,2017,1,9,25,5.9,4,4.5,,4.8,6.6,0.7,14.9,,20.1,8.3,5.3,1616,http://www.b.dk/politiko/barometeret
1027,Voxmeter,2017,1,14,27.4,5.8,3.4,1.2,,4.4,6.5,0.6,16.9,,19,9.8,5.1,1030,http://voxmeter.dk/index.php/meningsmalinger/
1028,Voxmeter,2017,1,22,27.4,5.0,4.0,0.8,,5.1,6.6,0.5,16.0,,19.6,9.3,5.6,1027,http://voxmeter.dk/index.php/meningsmalinger/
1029,Megafon,2017,1,25,25.7,7.2,3.5,2.0,,4.7,6.4,0.7,16.6,,17.9,9.9,5.4,1006,
1030,Epinion,2017,1,24,28.3,6.3,3.8,3.1,,4.1,6.2,,16.9,,18.6,7.7,4.9,1545,http://www.dr.dk/nyheder/politik/socialdemokratiet-faar-bedste-maaling-siden-august-2011
1031,Voxmeter,2017,1,29,29.0,6.4,3.3,0.8,,4.3,6.3,1.1,16.7,,18.6,8.6,4.9,1023,http://voxmeter.dk/index.php/meningsmalinger/
1032,Voxmeter,2017,2,5,27.9,5.4,3.9,1.2,,4.6,5.8,0.7,17.1,,18.9,8.8,5.6,1031,http://voxmeter.dk/index.php/meningsmalinger/
1033,Greens,2017,2,1,27.2,7.2,4.2,2.5,,4.2,5.8,1.0,17.0,,16.2,7.5,7.0,1230,http://www.b.dk/politiko/barometeret
1034,Gallup,2017,2,9,26.4,5.2,4.4,1.7,,4.7,6.8,0.6,15.8,,20.2,8.7,5.5,1520,http://www.b.dk/politiko/barometeret
1035,Voxmeter,2017,2,11,27.0,5.2,3.8,1.2,,5.9,6.4,0.7,17.4,,18.7,7.9,5.7,1025,http://voxmeter.dk/index.php/meningsmalinger/
1036,Voxmeter,2017,2,19,27.3,5.2,4.1,1.5,,5.1,5.7,0.7,16.8,,18.2,9.4,5.8,1023,http://voxmeter.dk/index.php/meningsmalinger/
1037,Norstat,2017,2,22,28.1,5.8,4.9,1.5,,5.1,6.3,1.0,16.3,,18.0,8.3,4.8,1000,http://www.altinget.dk/artikel/ny-maaling-roed-blok-staar-til-at-faa-magten
1038,Megafon,2017,2,23,24.0,7.0,4.7,4.8,,6.5,4.7,0.6,14.9,,16.9,8.9,6.9,990,http://politiken.dk/indland/politik/art5845750/V%C3%A6lgerne-giver-Liberal-Alliance-t%C3%A6sk
1039,Epinion,2017,2,20,29.0,5.4,3.6,2.0,,5.1,6.1,,17.6,,18.0,8.3,4.8,1787,http://www.dr.dk/nyheder/politik/maaling-klart-flertal-til-mette-frederiksen-co
1040,Voxmeter,2017,2,26,28.7,6.4,3.6,1.5,,4.9,6.9,1.0,15.7,,17.2,8.6,5.5,1081,http://voxmeter.dk/index.php/meningsmalinger/
1041,YouGov,2017,3,1,25.2,5.8,4.6,3.5,,5.3,7.4,0.7,16.1,,16.6,8.6,6.1,1444,http://www.b.dk/politiko/barometeret
1042,Greens,2017,3,2,26.3,5.8,4.2,2.3,,4.8,5.5,0.5,17.4,,18.8,8.6,5.3,1253,http://www.b.dk/politiko/barometeret
1043,Voxmeter,2017,3,5,28.6,5.3,4.7,1.4,,4.0,5.4,0.7,17.4,,18.2,8.5,5.5,1034,http://voxmeter.dk/index.php/meningsmalinger/
1044,Wilke,2017,3,8,26.3,5.8,5.3,2.4,,5.3,6.2,,16.6,,17.4,8.4,6.3,2004,http://jyllands-posten.dk/politik/ECE9431677/maaling-status-quo-efter-100-dage-med-trekloeverregeringen/
1045,Gallup,2017,3,9,26.4,5.7,5.0,2.5,,5.9,5.2,0.6,18.1,,18.1,6.8,5.3,1532,http://www.b.dk/politiko/barometeret
1046,Voxmeter,2017,3,11,27.4,5.1,5.0,0.8,,5.3,6.1,0.7,18.7,,16.6,7.9,6.0,1034,http://voxmeter.dk/index.php/meningsmalinger/
1047,YouGov,2017,3,13,26.2,5.7,4.5,4.5,,5.6,6.3,0.6,15.2,,18.1,8.6,4.5,1424,http://www.b.dk/politiko/barometeret
1048,Voxmeter,2017,3,19,27.5,4.7,4.7,0.9,,5.0,5.4,0.7,18.7,,17.8,8.0,6.6,1054,http://voxmeter.dk/index.php/meningsmalinger/
1049,Norstat,2017,3,20,25.9,5.8,5.1,2.2,,6.0,7.1,0.0,18.0,,15.1,7.8,6.1,1501,http://www.altinget.dk/artikel/ny-maaling-konservative-gaar-frem
1050,Epinion,2017,3,21,27.7,5.6,4.1,1.9,,4.6,6.4,,18.3,,18.6,8.2,4.5,1569,http://www.dr.dk/nyheder/politik/roed-blok-fastholder-forspringet-til-de-blaa-partier
1051,Voxmeter,2017,3,26,28.4,4.3,4.0,1.1,,4.5,6.8,0.5,17.0,,18.0,9.1,6.1,1026,http://voxmeter.dk/index.php/meningsmalinger/
1052,YouGov,2017,3,27,25.2,6.3,4.1,3.6,,4.6,5.9,0.7,16.2,,18.7,9.6,5.0,1611,http://www.b.dk/politiko/barometeret
1053,Megafon,2017,3,29,26.5,6.5,4.7,3.2,,4.9,4.9,0.3,16.3,,18.5,8.6,5.1,1187,http://nyheder.tv2.dk/politik/2017-03-30-ny-maaling-saadan-staar-dansk-politik-lige-nu
1054,Voxmeter,2017,4,2,27.0,5.6,4.3,0.5,,4.8,5.5,0.7,18.4,,18.6,8.1,5.9,1048,http://voxmeter.dk/index.php/meningsmalinger/
1055,Greens,2017,3,29,25.9,6.1,5.0,2.4,,4.1,5.8,1.0,17.8,,16.8,9.4,5.4,1251,https://www.b.dk/politiko/barometeret
1056,Gallup,2017,4,6,25.2,4.6,4.6,1.2,,5.3,6.5,0.7,18.6,,18.7,9.1,5.4,1544,https://www.b.dk/politiko/barometeret
1057,Voxmeter,2017,4,8,26.4,6.3,4.7,1.1,,4.5,5.0,0.9,17.8,,19.8,8.1,5.0,1044,http://voxmeter.dk/index.php/meningsmalinger/
1058,YouGov,2017,4,10,26.8,4.6,5.4,3.9,,4.7,6.9,1.0,14.3,,17.5,9.6,5.1,1612,https://www.b.dk/politiko/barometeret
1059,Voxmeter,2017,4,16,27.9,5.8,3.9,0.6,,4.2,5.2,0.5,18.0,,19.5,8.2,6.0,1089,http://voxmeter.dk/index.php/meningsmalinger/
1060,Voxmeter,2017,4,23,27.9,6.3,4.1,0.9,,4.7,5.8,0.7,17.3,,18.4,8.6,5.3,1057,http://voxmeter.dk/index.php/meningsmalinger/
1061,Megafon,2017,4,27,24.5,6.7,5.8,3.9,,5.6,5.6,0.9,15.5,,16.2,8.8,6.4,1154,https://pbs.twimg.com/media/C-e7GjYXcAACfmu.jpg
1062,Voxmeter,2017,4,30,28.0,5.9,4.0,0.7,,4.4,5.4,0.7,18.0,,18.4,8.4,5.8,1023,http://voxmeter.dk/index.php/meningsmalinger/
1063,Epinion,2017,4,25,27.3,5.6,4.3,1.9,,5.0,5.7,,18.0,,19.1,7.8,5.2,1579,http://www.dr.dk/nyheder/politik/grafik-meningsmaaling-stilstand-i-dansk-politik
1064,Norstat,2017,4,25,28.6,6.0,3.5,2.5,,4.2,5.9,,17.4,,17.1,8.4,5.7,1500,https://www.b.dk/politiko/barometeret
1065,Voxmeter,2017,5,7,27.2,5.5,3.5,0.9,,3.7,5.5,0.5,18.9,,19.5,8.4,6.3,1024,https://voxmeter.dk/index.php/meningsmalinger/
1066,Gallup,2017,5,10,25.4,5.9,4.4,1.6,,4.8,6.3,0.7,17.3,,19.6,7.9,5.4,1464,https://www.b.dk/politiko/barometeret
1067,Voxmeter,2017,5,14,26.1,4.9,3.6,1.2,,4.2,6.1,0.6,19.0,,19.3,9.1,5.7,1029,https://voxmeter.dk/index.php/meningsmalinger/
1068,Voxmeter,2017,5,20,25.7,5.0,3.9,1.6,,4.6,6.3,0.8,19.3,,18.4,9.2,5.1,1019,https://voxmeter.dk/index.php/meningsmalinger/
1069,Norstat,2017,5,22,27.7,5.3,4.0,1.8,,4.4,5.9,,18.5,,17.2,8.5,5.9,1502,https://www.b.dk/politiko/barometeret
1070,Epinion,2017,5,23,28.2,5.4,4.6,1.5,,4.2,6.3,,18.1,,17.0,8.8,6.0,1582,http://www.dr.dk/nyheder/politik/maaling-roed-blok-oeger-forspringet-til-blaa-blok
1071,Voxmeter,2017,5,28,26.8,5.5,3.8,1.4,,4.6,6.2,0.9,18.4,,17.7,9.1,5.5,1025,https://voxmeter.dk/index.php/meningsmalinger/
1072,Voxmeter,2017,6,4,27.2,6.0,4.0,0.9,,5.2,5.9,1.1,17.4,,17.2,8.5,6.5,1021,https://voxmeter.dk/index.php/meningsmalinger/
1073,Greens,2017,6,1,26.0,5.3,4.6,2.4,,4.9,6.4,0.7,17.5,,17.4,9.3,5.5,1262,https://www.b.dk/politiko/barometeret
1074,Gallup,2017,6,8,26.4,6.0,4.7,1.3,,4.5,5.2,0.8,18.8,,19.5,7.5,5.2,1529,https://www.b.dk/politiko/barometeret
1075,Voxmeter,2017,6,11,26.1,6.0,3.4,1.0,,4.9,6.1,1.0,18.8,,17.3,9.4,6.0,1021,https://voxmeter.dk/index.php/meningsmalinger/
1076,Epinion,2017,6,14,28.6,5.0,3.4,1.9,,4.6,5.8,,18.2,,18.1,9.0,5.5,1613,http://www.dr.dk/nyheder/politik/maaling-roed-blok-bevarer-forspring-til-blaa-blok
1077,Voxmeter,2017,6,17,25.9,6.6,3.9,1.1,,4.1,6.7,0.5,18.7,,17.6,9.4,5.5,1029,https://voxmeter.dk/index.php/meningsmalinger/
1078,Voxmeter,2017,6,25,25.4,6.9,3.6,0.9,,4.3,6.9,0.4,19.5,,17.3,9.2,5.4,1021,https://voxmeter.dk/index.php/meningsmalinger/
1079,Norstat,2017,6,21,26.6,6.3,3.8,1.7,,6.1,4.6,,18.9,,17.2,8.7,5.0,1501,https://www.b.dk/politiko/barometeret
1080,Megafon,2017,6,29,25.3,6.7,4.5,3.5,,5.7,5.4,0.9,13.3,,19.3,9.3,5.8,1104,http://nyheder.tv2.dk/politik/2017-06-29-dansk-folkeparti-styrtdykker-i-ny-maaling-daarligste-resultat-siden-2012
1081,Voxmeter,2017,7,2,25.3,6.3,3.5,0.7,,5.2,6.1,0.6,20.9,,17.2,8.5,5.7,1084,https://voxmeter.dk/index.php/meningsmalinger/
1082,Gallup,2017,7,6,25.6,5.6,4.5,2.2,,4.5,5.5,0.6,17.4,,20.3,7.4,6.0,1500,https://www.b.dk/politiko/barometeret
1083,Voxmeter,2017,8,6,26.9,5.2,4.2,1.2,,4.1,6.4,0.3,18.9,,17.8,9.1,5.7,1021,https://voxmeter.dk/index.php/meningsmalinger/
1084,Gallup,2017,8,10,24.3,5.3,5.1,2.0,,4.7,6.7,0.8,17.2,,20.6,7.6,5.4,1500,https://www.b.dk/politiko/barometeret
1085,Voxmeter,2017,8,12,25.6,5.1,3.8,1.5,,4.7,7.6,0.8,17.6,,18.9,10.0,4.4,1019,https://voxmeter.dk/index.php/meningsmalinger/
1086,Wilke,2017,8,17,25.0,6.0,5.1,3.5,,4.9,7.3,,16.1,,17.5,8.3,6.3,2020,http://jyllands-posten.dk/politik/ECE9808499/ny-maaling-markant-sdyk-bringer-roedt-flertal-i-fare/
1087,Voxmeter,2017,8,20,26.3,5.7,3.0,0.7,,5.6,6.4,0.2,19.2,,19.2,8.7,4.5,1024,https://voxmeter.dk/index.php/meningsmalinger/
1088,Norstat,2017,8,22,28.4,5.4,4.1,1.7,,4.8,4.4,,19.3,,17.5,8.3,5.1,1000,https://www.altinget.dk/artikel/ny-maaling-roed-blok-staar-til-at-overtage-magten
1089,Norstat,2016,6,13,25.7,5.5,3.1,,,4.9,5.4,0.9,19.5,,18.3,8.7,6.9,1000,https://www.altinget.dk/artikel/ny-maaling-roed-blok-staar-til-at-overtage-magten
1090,Voxmeter,2017,8,27,26.1,5.1,3.6,1.2,,5.5,6.9,0.7,18.4,,18.6,8.6,5.0,1030,https://voxmeter.dk/index.php/meningsmalinger/
1091,Epinion,2017,8,22,28.4,4.5,4.5,2.1,,5.6,6.9,,16.7,,18.3,7.4,5.5,1624,http://www.dr.dk/nyheder/politik/ny-maaling-konservative-gaar-frem
1092,YouGov,2015,9,28,25.9,4.7,3.1,,,4.9,9.1,0.6,21.9,,17.4,7.6,4.8,1373,https://www.b.dk/politiko/barometeret
1093,YouGov,2016,1,11,23.2,5.5,4.1,,,4.8,7.9,0.6,20.3,,18.8,8.7,6.1,1420,https://www.b.dk/politiko/barometeret
1094,YouGov,2016,2,21,22.1,5.7,4.6,,,4.7,8.6,0.5,20.0,,16.3,8.6,8.9,1407,https://www.b.dk/politiko/barometeret
1095,YouGov,2016,4,26,26.4,4.1,3.2,,,4.4,9.3,0.6,17.8,,17.7,8.7,7.9,1416,https://www.b.dk/politiko/barometeret
1096,YouGov,2016,6,6,24.7,5.9,3.5,,,4.4,8.6,1.1,19.3,,16.9,8.5,7.2,1420,https://www.b.dk/politiko/barometeret
1097,YouGov,2016,6,20,23.9,4.4,3.5,,,4.1,8.7,0.7,19.0,,19.2,9.6,6.9,1420,https://www.b.dk/politiko/barometeret
1098,YouGov,2016,8,23,25.9,4.5,3.6,,,4.0,9.4,1.0,19.6,,17.1,8.5,6.4,1388,https://www.b.dk/politiko/barometeret
1099,YouGov,2016,9,5,26.1,5.7,3.0,,,4.4,7.5,0.9,19.9,,18.5,7.9,6.1,1388,https://www.b.dk/politiko/barometeret
1100,YouGov,2017,2,6,25.5,5.5,4.7,4.1,,5.2,7.0,0.3,14.8,,18.7,8.1,6.1,1444,https://www.b.dk/politiko/barometeret
1101,Megafon,2017,8,30,23.3,6.9,4.6,3.5,,5.7,6.4,0.9,15.2,,17.7,9.5,6.0,930,http://nyheder.tv2.dk/politik/2017-09-01-ny-maaling-saadan-staar-dansk-politik-lige-nu
1102,Voxmeter,2017,9,3,26.5,4.9,4.1,0.6,,5.1,5.6,0.8,19.2,,18.5,8.9,5.6,1038,https://voxmeter.dk/index.php/meningsmalinger/
1103,YouGov,2017,2,26,25.2,5.8,4.6,3.5,,5.3,7.4,0.7,16.1,,16.6,8.6,6.1,1417,
1104,YouGov,2017,4,24,25.1,5.4,5.2,4.4,,4.4,6.8,0.8,15.2,,18.0,9.4,5.4,1621,
1105,YouGov,2017,5,8,26.3,4.5,5.4,5.0,,4.8,6.3,1.0,15.0,,16.3,9.7,5.7,1632,
1106,YouGov,2017,5,21,24.0,6.8,4.7,4.7,,5.1,6.5,0.6,16.2,,16.3,9.7,5.3,1634,
1107,YouGov,2017,6,5,23.8,5.6,5.1,5.0,,5.7,6.5,1.0,16.3,,17.1,8.0,5.9,1421,
1108,YouGov,2017,6,25,25.1,5.3,5.8,4.3,,5.2,5.9,0.5,15.6,,18.3,8.6,5.4,1407,
1109,YouGov,2017,7,10,23.8,6.3,4.3,4.2,,4.4,6.7,1.0,16.5,,17.7,8.8,6.4,1635,
1110,YouGov,2017,7,24,26.8,5.0,5.2,4.1,,4.8,6.3,0.7,16.2,,15.9,9.2,5.9,1633,
1111,YouGov,2017,8,14,25.5,5.1,5.2,5.1,,5.3,5.4,0.8,16.0,,16.7,8.2,6.8,1611,https://www.b.dk/politiko/barometeret
1112,YouGov,2017,8,27,25.3,5.4,4.3,4.5,,5.0,6.5,1.3,15.8,,17.6,7.8,6.5,1584,https://www.b.dk/politiko/barometeret
1113,Gallup,2017,9,7,26.7,5.9,4.5,1.6,,4.1,5.3,0.7,19.9,,17.6,8.0,5.5,1507,https://www.b.dk/politiko/barometeret
1114,Voxmeter,2017,9,9,26.9,4.4,3.3,1.2,,5.0,6.6,0.8,20.2,,17.6,8.1,5.7,1043,https://voxmeter.dk/index.php/meningsmalinger/
1115,Greens,2017,9,7,26.4,6.4,4.0,2.7,,6.1,5.2,0.4,15.6,,18.2,9.3,5.6,1286,https://www.b.dk/politiko/barometeret
1116,Voxmeter,2017,9,17,27.9,4.6,3.6,1.1,,4.3,5.9,0.3,19.1,,18.3,9.1,5.7,1037,https://voxmeter.dk/index.php/meningsmalinger/
1117,Norstat,2017,9,19,26.6,5.0,4.1,1.4,,5.1,6.4,,18.3,,17.4,8.4,6.2,1502,https://www.altinget.dk/artikel/160004-ny-maaling-roed-blok-fastholder-foering
1118,Voxmeter,2017,9,24,26.3,5.6,4.1,0.8,,5.0,6.9,0.6,17.7,,18.9,7.9,6.0,1025,https://voxmeter.dk/index.php/meningsmalinger/
1119,Epinion,2017,9,19,29.7,4.2,5.0,1.6,,4.8,4.8,,18.2,,17.7,9.2,4.7,1563,http://www.dr.dk/nyheder/politik/liberal-alliance-har-mistet-naesten-hver-tredje-vaelger
1120,Voxmeter,2017,10,1,26.5,6.1,4.5,0.8,,4.9,7.1,0.8,17.3,,18.6,8.3,5.0,1029,https://voxmeter.dk/index.php/meningsmalinger/
